ID,Adikaram,Agapporul,Athigaram,Thurai,Thuraivilakkam,Kolu,Thelivurai,Moolam1,Moolam2,Moolam3,Moolam4,Patham1,Patham2,Patham3,Patham4
215,16,களவு,உடன் போக்கு,வழிப்படுத்துரைத்தல்,,பஞ்சி மெல்லடிப் பணைத் தோளியைவெஞ்சுரத்திடை மெலிவு அகற்றியது.," தாள் பூணும்படி பெரிய பாம்பை அதன் கொடுமை திருந்தப் பண்ணின பேரொளியை உடையவன். (ஏதம் செய்ய வந்த பாம்பு இவர் திருமேனியைக் காணும் அளவில் இவ்அழகு கண்டு அவசமாய்த்து என்பது இதனைத் திருத்திய ஒளி என்க.) அவனுடைய பெரும்பற்றப்புலியூரை ஒத்த மாட்சிமைப்பட்ட திருந்தச் செய்த பெரிய ஊர்கள் இரண்டு பக்கங்களிலும் ஒன்றுக்கொன்று அண்ணி தாயிருக்கும் (புலியூரையும் பதி எனக் கூட்டுக) நமக்கு முன்னாக நிலைபெற்ற காடுகள் காட்சிக்கு ஆம்படி திருந்தச் செய்தன போலும்; ஆதலால், பாங்கிமாராலே திருத்தப்பட்ட சிறிய அடியினை உடையாய், நான் விரும்பும்படி மெல்லப் போவாயாக. அவசம் - பரவசம்.",பேணத் திருத்திய சீறடி மெல்லச்செல் பேரரவம்,பூணத் திருத்திய பொங்கொளி யோன்புலி யூர்புரையும்,மாணத் திருத்திய வான்பதி சேரும் இருமருங்கும்,காணத் திருத்திய போலும் முன் னாமன்னு கானங்களே. .. 215,பேணத் திருத்திய சீறடி மெல்லச்செல் பேரரவம்,பூணத் திருத்திய பொங்கொளி யோன்புலி யூர்புரையும்,மாணத் திருத்திய வான்பதி சேரும் இருமருங்கும்,காணத் திருத்திய போலும் முன் னாமன்னு கானங்களே. .. 215
216,16,களவு,உடன் போக்கு,மெல்லக் கொண்டேகல்,,வரிசிலையவர் வருகுவரெனப்புரிதரு குழலிக்(கு) அருளவன் உரைத்தது., நிலைநின்ற நறுநாற்றத்தை வண்டுகள் நுகருகின்ற அளகத்தையுடைய பெண்ணே ! இந்த ஆகாய முட்டின பெருமலையிடத்தே வருகிறவர்களைப் பார்ப்பாயாக. கொடி கட்டப்பட்ட தேரும் வீரருடைய திரளும் யானைகளும் வந்தாலும் என் கையில் பிடித்த வடிக்கப்பட்டு அழகு விளங்குகிற வேலின் வாய்க்கு இரை போதாது. திருஅம்பலத்தே உள்ளவனது திருவடிகளை நினையாதவரைப் போலப் பயன் படுவேன் (ஐயர் என்னின்) இருவரினும் யாரென்று பார்த்துக் காண்.,கொடித்தேர் மறவர் சூழாம்வெங் கரிநிரை கூடின்என்கை,வடித்தேர் இலங்கெ·தின் வாய்க்குத வாமன்னும் அம்பலத்தோன்,அடித்தேர் அலரென்ன அஞ்சுவன் நின்ஐயர் என்னின்மன்னும்,கடித்தேர் குழன்மங்கை கண்டி(டு)இவ் விண்தோய் கனவரையே. .. 216,கொடித்தேர் மறவர் சூழாம்வெங் கரிநிரை கூடின்என்கை,வடித்தேர் இலங்கெ·தின் வாய்க்குத வாமன்னும் அம்பலத்தோன்,அடித்தேர் அலரென்ன அஞ்சுவன் நின்ஐயர் என்னின்மன்னும்,கடித்தேர் குழன்மங்கை கண்டி(டு)இவ் விண்தோய் கனவரையே. .. 216
217,16,களவு,உடன் போக்கு,அடலெடுத்துரைத்தல்,,இன்னல் வெங்க டந்தெறி வேலவன்அன்னம் அன்னவள் அயர்(வு)அ கற்றியது.," எல்லாப் பொருளுக்கும் முன்னோனுடைய திருவருளை முற்பிறப்பின் நினையாத வினையினாலே, அறிவிலாதவர் செறிகிற இன்னாத அரிய வழியைக் கழித்துச் சென்று இப்பொழுதே காணக் கடவோம். பொன்னால் செய்து அழகிய மாணிக்கங்களை இட்டு இழைக்கப்பட்ட மாட மாளிகைகளாற் சூழ்ந்த அழகிய பெரும்பற்றப்புலியூரில் புகழ்வார் தென்னாதென என்று புகழ என்னை உடையான் திருக்கூத்தாடி அருளுகிற சிற்றம்பலம் இதனை இப்பொழுதே காணக்கடவோம்.",முன்னோன் அருள்முன்னும் உன்னா வினையின் முகர்துன்னும்,இன்னாக் கடறி(து)இப் போழ்தே கடந்தின்று காண்டும்சென்று,பொன்னார் அணிமணி மாளிகைத் தென்புலி யூர்ப்புகழ்வார்,தென்னா எனஉடை யான்நட மாடுசிற் றம்பலமே. .. 217,முன்னோன் அருள்முன்னும் உன்னா வினையின் முகர்துன்னும்,இன்னாக் கடறி(து)இப் போழ்தே கடந்தின்று காண்டும்சென்று,பொன்னார் அணிமணி மாளிகைத் தென்புலி யூர்ப்புகழ்வார்,தென்னா எனஉடை யான்நட மாடுசிற் றம்பலமே. .. 217
218,16,களவு,உடன் போக்கு,அயர்வு அகற்றல்,,சுரத்திடைக் கண்டவர் சுடர்க்குழை மாதொடுசரத்தணி வில்லோய் தங்கு கென்றது.," நிலைபெற்ற திருச்சிற்றம்பலத்தில் உள்ளவர்க்கு அடுத்தாலாய்யுற்றவர்களைப் போலத் தன் கிரணங்களால் விளங்க வேண்டுதலை ஒழிந்து அவ்விடத்தே தன் கிரணங்களை ஒடுக்கின அருக்கன் மேலைக் கடலைச் சேர்ந்தான். அதுவுமன்றி இக்கடிய வழியை இன்றைக்கு இனி நடப்பாரும் இல்லை. நாயகனே ! நீ சென்று அவதரிக்கைக்கும் ஒரு நன்மக்கள் உறைவிடமில்லை. (நன்மக்களை உற்றார் என்றது) வெய்ய முனையைச் செய்கிற வேடர்கள் உண்டாயிருக்கும்; தனியனாக இருந்தாய். அதுவன்றியும் மெல்லிய பூமடலை ஒத்து மணங்கமழும் நிறைந்த&nbsp; கூந்தலினை உடையாளும் பொழிவழிந்தாள். என்ன, குறிப்பாலே பலபடியும் தங்கிப்போம் என்றுபடும்.",விடலைஉற் றாரில்லை வெம்முனை வேடர் தமியைமென்பூ,மடலையுற் றார்குழல் வாடினள் மன்றுசிற் றம்பலவர்க்கு,அடலையுற் றாரின் எறிப்(பு)ஒழிந் தாங்(கு)அருக் கன்கருக்கிக்,கடலையுற் றான்கடப் பாரில்லை இன்றிக் கடுஞ்சுரமே. .. 218,விடலைஉற் றாரில்லை வெம்முனை வேடர் தமியைமென்பூ,மடலையுற் றார்குழல் வாடினள் மன்றுசிற் றம்பலவர்க்கு,அடலையுற் றாரின் எறிப்(பு)ஒழிந் தாங்(கு)அருக் கன்கருக்கிக்,கடலையுற் றான்கடப் பாரில்லை இன்றிக் கடுஞ்சுரமே. .. 218
219,16,களவு,உடன் போக்கு,நெறி விலக்கிக் கூறல்,,மண்டழற் கடத்துக் கண்டவர் உரைத்தது., சிறுபுறமும் அசை நடையும் காணவேண்டி அன்பால் அணைத்துக் கொண்டு அழகிய சொல்லினை உடையாள் பின் செல்லா நிற்கும் நாயகன். இவனுடைய புறக் கொடையும் வழிச் செலவும் காண வேண்டி நெடும் பொழுதெல்லாம் வேயை ஒத்த தோள்களையுடையாள் அவன் பின்னே வாரா நின்றாள். ஆதலால் இப் பெரிய வழி போகிறபடியாய் இல்லை. இவர்கள் செய்தி பொன் கொழுந்து விட்டு எரிந்தாற் போலொத்த சுவாமி வாழ்கிற பெரும்பற்றப்புலியூரில் பொலிவுடைத்தாகிய மலரிடத்தே நல்ல மருத நிலத்தில் குளிர்ந்த தேனை உண்ட வண்டுச் சாதிகளைப் போல விளங்கா நின்ற நாடகமாய் இருந்தது.,அன்பணைத்(து) அம்சொல்லி பின்செல்லும் ஆடவன் நீடவன்தன்,பின்பணைத் தோளி வரும்இப் பெருஞ்சுரம் செல்வதன்று,பொன்பணைத் தன்ன இறையுறை தில்லைப் பொலிமலர்மேல்,நன்பணைத் தண்ணற(வு) உண்அளி போன்றொளிர் நாடகமே. .. 219,அன்பணைத்(து) அம்சொல்லி பின்செல்லும் ஆடவன் நீடவன்தன்,பின்பணைத் தோளி வரும்இப் பெருஞ்சுரம் செல்வதன்று,பொன்பணைத் தன்ன இறையுறை தில்லைப் பொலிமலர்மேல்,நன்பணைத் தண்ணற(வு) உண்அளி போன்றொளிர் நாடகமே. .. 219
220,16,களவு,உடன் போக்கு,கண்டவர் மகிழ்தல்,,வன்தழற் கடத்து வடிவேல் அண்ணல்மின்தங்(கு) இடையொடு விளையா டியது.," கட்டளைப்பட்ட அழகினை உடையாய் ! இப்பொழுது உன்னைக் காணப்பெற்றுக் கண் படைத்ததனால் உள்ள இலாபம் பெற்றேன். தேவர்கள் தங்களுடைய தலைவனாய் உள்ளவன். பெரும்பற்றப்புலியூரில் உள்ளவனாகிய மெல்லியல்பங்கன், எமக்குச் சுவாமியாக உள்ளவன். அவனுடைய திருக்கடம்பூரில் குளிர்ந்த தடாகம் போலக் கூடிய காடானது தட்பம் உண்டாம் அளவும் உன்னுடைய பண்ணின் இயல்பாகிய மெல்லிய வார்த்தையைச் செவியாராப் பருகும்படி இங்ஙனே மெல்லிய வார்த்தையைச் செவியாராப் பருகும்படி இங்ஙனே வருவாயாக என்று ஒரு நிழலிடத்தைக் காட்டிச் சொன்னது. ",கண்கள்தம் மாற்பயன் கொண்டனம் கண்டினிக் காரிகைநின்,பண்கட மென்மொழி ஆரப் பருக வருகஇன்னே ,விண்கள்தம் நாயகன் தில்லையின் மெல்லியல் பங்கன்எங்கோன்,தண்கடம் பைத்தடம் போற்கடுங் கானகம் தண்ணெனவே. .. 220,கண்கள்தம் மாற்பயன் கொண்டனம் கண்டினிக் காரிகைநின்,பண்கட மென்மொழி ஆரப் பருக வருகஇன்னே ,விண்கள்தம் நாயகன் தில்லையின் மெல்லியல் பங்கன்எங்கோன்,தண்கடம் பைத்தடம் போற்கடுங் கானகம் தண்ணெனவே. .. 220
221,16,களவு,உடன் போக்கு,வழிவிளையாடல்,,வண்டமர் குழலியொடு கண்டவர் உரைத்தது.," நிறமுடைத்தாகிய தாமரை மலர்கள் நெருங்கின அழகிய கிடங்குகளும், வள்ளலைப் பாட்டைப் பாடுகிற வெள்ளிய முறுவலை உடையார் துறை துறை தோறும் சென்ற இடத்தே அடைகிற தடாகங்களும், மின்னினது தன்மை நிலைபெற்ற இடையினை உடையாளுடனே நீ பெரும்பற்றப்புலியூரில் திருச்சிற்றம்பலநாதனுடைய இம்மலையைக் கடந்து சென்ற பொழுதே இடை விடாமல் தோன்றும்.",மின்தங்(கு) இடையடு நீவியன் தில்லைச்சிற் றம்பலவர்,குன்றம் கடந்துசென் றால்நின்று தோன்றும் குரூஉக்கமலம்,துன்(று)அம் கிடங்கும் துறைதுறை வள்ளைவெள் ளைநகையார்,சென்(று)அங்(கு) அடைதட மும்புடை சூழ்தரு சேண்நகரே. .. 221,மின்தங்(கு) இடையடு நீவியன் தில்லைச்சிற் றம்பலவர்,குன்றம் கடந்துசென் றால்நின்று தோன்றும் குரூஉக்கமலம்,துன்(று)அம் கிடங்கும் துறைதுறை வள்ளைவெள் ளைநகையார்,சென்(று)அங்(கு) அடைதட மும்புடை சூழ்தரு சேண்நகரே. .. 221
222,16,களவு,உடன் போக்கு,நகரணிமை கூறல்,,கொடுங்கடம் கடந்த குழைமுக மாதர்க்குத்தடம்கி டங்குசூழ் தன்னகர் காட்டியது., மன்னாகிய முதலியாரைப் போலப் பிறையைச் சூடின மாடங்கள் சூலத்தை உடையனவாய் உன் நடையை உடைத்தாகிய அன்னங்கள். (துன்னி) முன்னே தோன்றுகிற நல்ல பெரிய நகரம் மிக்க ஆகாயமாகிய கடலிடத்தே மின்னையொத்த&nbsp; கொடியானது குடையை ஒக்க விரிப்பப் பொன்னாலே செய்த மதிலானது வடக்கின்கண் உண்டாகிய மகாமேரு இப்படி இருக்குமென்று காட்டப் பொலிவு பெற்ற பெரும்பற்றப்புலியூர் காண்.,மின்போல் கொடிநெடு வானக் கடலுள் திரைவிரிப்பப்,பொன்போல் புரிசை வடவரை காட்டப் பொலிபுலியூர்,மன்போற் பிறையணி மாளிகை சூலத்த வாய்மடவாய்,நின்போல் நடைஅன்னம் துன்னிமுன் தோன்றும்நல் நீள்நகரே. .. 222,மின்போல் கொடிநெடு வானக் கடலுள் திரைவிரிப்பப்,பொன்போல் புரிசை வடவரை காட்டப் பொலிபுலியூர்,மன்போற் பிறையணி மாளிகை சூலத்த வாய்மடவாய்,நின்போல் நடைஅன்னம் துன்னிமுன் தோன்றும்நல் நீள்நகரே. .. 222
223,16,களவு,உடன் போக்கு,நகர் காட்டல்,,கண்ணிவர் வளநகர் கண்டுசென்(று) அடைந்துபண்ணிவர் மொழிக்குப் பதிபரி(சு) உரைத்தது.," செய்யப்பட்ட குன்றுகள் உவை. இவை சிறப்புடைத்தாகிய பூவோடைகள்; ஆகாயத்தில் நடந்து துன்புறுகிற சந்திரன் இளைப்பாறுகிற பொழில் அவை. பூமியில் பொய் முதலாகிய குற்றம் கெடப் பிராமணர்&nbsp; வேதம் ஓதுகிற இடம் உத்திடம், இந்த விடம் எய்கிற மலையாகிய நீண்ட வில்லையுடைய திருவம்பலநாதனுக்கு இடம், மிக்க ஆபரணங்களை உடையாய் !",செய்குன்(று) உவைஇவை சீர்மலர் வாவி விசும்பியங்கி ,நைகின்ற திங்கள்எய்ப்(பு) ஆறும் பொழில்அவை ஞாங்கர்எங்கும்,பொய்குன்ற வேதியர் ஓதிடம் உந்திடம் இந்திடமும்,எய்குன்ற வார்சிலை அம்பல வற்(கு)இடம் ஏந்திழையே. .. 223,செய்குன்(று) உவைஇவை சீர்மலர் வாவி விசும்பியங்கி ,நைகின்ற திங்கள்எய்ப்(பு) ஆறும் பொழில்அவை ஞாங்கர்எங்கும்,பொய்குன்ற வேதியர் ஓதிடம் உந்திடம் இந்திடமும்,எய்குன்ற வார்சிலை அம்பல வற்(கு)இடம் ஏந்திழையே. .. 223
224,16,களவு,உடன் போக்கு,பதிபரிசுரைத்தல்,,கவலை யுற்ற காதல் தோழியைச்செவிலி யுற்றுத் தெரிந்து வினாயது.," என் நெஞ்சகத்தே தனக்கு வாழ்வென்று பிறர் சொல்லும்படி என்னை விட்டு நீங்கி அறியாதவன், அவனுடைய பெரும்பற்றப்புலியூரில் பூவணிந்த குழலினை உடையாய் ! வேல் போல் உலாவுகின்ற கண்களினை உடையாளுக்கு இப்பொழுது என்தான் வருந்துகின்றது? அதுகிடக்க, மயில்போலப் புடைபெயர்ந்து இளைய கொடிபோல நுடங்கி, மெல்லிய மான் போல விழித்து குயில்போலச் சொல்லும் எமது பிள்ளை யாண்டையது?",மயிலெனப் பேர்ந்(து)இள வல்லியின் ஒல்கிமென் மான்விழித்துக்,குயிலெனப் பேசும்எங் குட்டன்எங் குற்றதென் னெஞ்சகத்தே,பயிலெனப் பேர்ந்தறி யாதவன் தில்லைப்பல் பூங்குழலாய்,அயிலெனப் பேருங்கண் ணாய்என் கொலாம்இன்(று) அயர்கின்றதே. .. 224,மயிலெனப் பேர்ந்(து)இள வல்லியின் ஒல்கிமென் மான்விழித்துக்,குயிலெனப் பேசும்எங் குட்டன்எங் குற்றதென் னெஞ்சகத்தே,பயிலெனப் பேர்ந்தறி யாதவன் தில்லைப்பல் பூங்குழலாய்,அயிலெனப் பேருங்கண் ணாய்என் கொலாம்இன்(று) அயர்கின்றதே. .. 224
225,16,களவு,உடன் போக்கு,செவிலி தேடல்,,சுடர்க்குழைப் பாங்கி படைத்துமொழி கிளவியில்சிறப்புடைச் செவிலிக்(கு) அறத்தொடு நின்றது.," ஆட்செய்தல் விட்டுணுவுக்கும் அரிதாய், அவ் ஆட்செய்தல் தான் பெரும்பற்றப்புலியூரில் எல்லாக்கும் எளிதாகிய ஸ்ரீ பாதத்தை உடையவருடைய இந்த மலையில் தன் பாவையாகிய பிள்ளைக்குப் பொருந்திப் பிரகாசமுடைய அழல் வேலினையுடைய கோள் செய்கிற சிங்க ஏற்றுக்கு ஒப்பார் ஒருவர் நிற முடைத்தாகிய பூமாலையை வளையொத்த செவ்வரி பரந்த கண்களை உடையாள் வாங்கிக் கொண்டாள்; வண்டல் இழைத்து விளையாடுகிற ஆயக் கூட்டத்தார் இடத்தில் எம்முடைய ஒளிசிறந்த நுதலினை உடையவள்.",ஆளரிக் கும்அரி தாய்த்தில்லை யாவருக் கும்எளிதாம்,தாளர்இக் குன்றில்தன் பாவைக்கு மேவித் தழல்திகழ்வேல்,கோளரிக் கும்நிகர் அன்னார் ஒருவர் குரூஉமலர்த்தார்,வாளரிக் கண்ணிகொண் டாள்வண்டல் ஆயத்(து)எம் வாணுதலே. .. 225,ஆளரிக் கும்அரி தாய்த்தில்லை யாவருக் கும்எளிதாம்,தாளர்இக் குன்றில்தன் பாவைக்கு மேவித் தழல்திகழ்வேல்,கோளரிக் கும்நிகர் அன்னார் ஒருவர் குரூஉமலர்த்தார்,வாளரிக் கண்ணிகொண் டாள்வண்டல் ஆயத்(து)எம் வாணுதலே. .. 225
226,16,களவு,உடன் போக்கு,அறத்தொடு நிற்றல்,,விற்புரை நுதலி கற்புநிலை கேட்டுக்கோடா யுள்ள நீடாய் அழுங்கியது.," வடுவகிரையொத்த கண்களை உடையாளுக்கு இது தக்கது ஒன்றன்று. தக்கனுடைய மூன்று தீயையும் கெடுத்தவன் தனக்கொரு காலமும் கெடுதல் இல்லாத பழையவன், அவனுடைய பெரும்பற்றப்புலியூரில் பல மலரும் நிறம் கெடும்படி மடுவிலே விழுந்து அன்று தான் துன்புறத் தழீஇ, இவளை எடுக்கப் பெற்றோமென்று மகிழ்ந்து எடுத்தவற்கு இனியன செய்கையாலே எம் அன்னைக்கு இனியன செய்கையாவன அவையாவன வரைந்து கொடுக்கை.",வடுத்தான் வகிர்மலர் கண்ணிக்குத் தக்கின்று தக்கன்முத்தீக்,கெடுத்தான் கெடலில்தொல் லோன்தில்லைப் பன்மலர் கேழ்கிளர,மடுத்தான் குடைந்தன் றழுங்க அழுங்கித் தழீஇமகிழ்வுற்(று),எடுத்தாற்(கு) இனியன வேயினி யாவன எம்மனைக்கே. .. 226,வடுத்தான் வகிர்மலர் கண்ணிக்குத் தக்கின்று தக்கன்முத்தீக்,கெடுத்தான் கெடலில்தொல் லோன்தில்லைப் பன்மலர் கேழ்கிளர,மடுத்தான் குடைந்தன் றழுங்க அழுங்கித் தழீஇமகிழ்வுற்(று),எடுத்தாற்(கு) இனியன வேயினி யாவன எம்மனைக்கே. .. 226
227,16,களவு,உடன் போக்கு,கற்பு நிலைக்கு இரங்கல்,,அவள் நிலை நினைந்து செவிலி கவன்றது.," அப்பொழுது சிரித்துக் கொண்டு வந்து என் முலையிலே முழுகித் தழுவிக் கொண்டு சிறு விரகுகள் செய்தன வெல்லாம், ஆவி முழுதும் அழியும் படி கொல்லுகிற வலிய காலனை அழித்தவன். அவனுடைய திருச்சிற்றம்பலத்தை நினையாதார் பொருந்துகிற வலிய காட்டிடத்தை ஒளியுடைத்தாகிய வளைகளை உடையவள் அங்ஙனம் செய்தது இங்ஙனே போவதற்காயிருந்தது.",முறுவல்அக் கால்தந்து வந்தென் முலைமுழு வித்தழுவிச்,சிறுவலக் காரங்கள் செய்தஎல் லாம்முழு தும்திதையத்,தெறுவலக் காலனைச் செற்றவன் சிற்றம் பலஞ்சிந்தியார்,உறுவலக் கானகம் தான்படர் வானாம் ஒளியிழையே. .. 227,முறுவல்அக் கால்தந்து வந்தென் முலைமுழு வித்தழுவிச்,சிறுவலக் காரங்கள் செய்தஎல் லாம்முழு தும்திதையத்,தெறுவலக் காலனைச் செற்றவன் சிற்றம் பலஞ்சிந்தியார்,உறுவலக் கானகம் தான்படர் வானாம் ஒளியிழையே. .. 227
228,16,களவு,உடன் போக்கு,கவன்றுரைத்தல்,,வெஞ்சுரமும் அவள் பஞ்சுமெல் அடியும்செவிலி நினைந்து கவலை யுற்றது., தமக்குத் தாமே உவமை என்னும்படி வேறு தமக்கு உவமையாக ஒருவரும் இல்லாதவருடைய பெரும்பற்றப்புலியூரில் குளிர்ந்த அனிச்சப் பூமேல் மிதிக்கில் நடுங்கி அடிகள் ஆனவை கொப்பளித்துக் கொள்ளும் பெரியவளே ! எரிகின்ற நெருப்பிடத்தே வைத்த வேலைப் போலச் செறிந்த பரல் உடைத்தாகிய காட்டிடத்தே சிலம்புடைத்தாகிய அடிகள் பரப்பி நடக்கலாமோ காண் ! அரிய தீவினையைச் செய்த நான் பெற்ற என் தாய்க்கு; இப்படிக்கு ஒத்தாரை ஒக்க நடக்கலாமோ தான்? ,தாமே தமக்(கு)ஒப்பு மற்றில் லவர்தில்லைத் தண்அனிச்சப்,பூமேல் மிதிக்கின் பதைத்தடி பொங்கும்நங் காய் எரியும்,தீமேல் அயில்போல் செறிபரல் கானிற் சிலம்படியாய்,ஆமே நடக்க அருவினை யேன்பெற்ற அம்மனைக்கே. .. 228,தாமே தமக்(கு)ஒப்பு மற்றில் லவர்தில்லைத் தண்அனிச்சப்,பூமேல் மிதிக்கின் பதைத்தடி பொங்கும்நங் காய் எரியும்,தீமேல் அயில்போல் செறிபரல் கானிற் சிலம்படியாய்,ஆமே நடக்க அருவினை யேன்பெற்ற அம்மனைக்கே. .. 228
229,16,களவு,உடன் போக்கு,அடிநினைந்திரங்கல்,,முகிழ்முலை மடந்தைக்கு முன்னிய(து) அறியத்திகழ்மனைக் கிழத்திக்குச் செவிலி செப்பியது.," தன்னைத் தழுவிக் கொண்டு கிடக்கிற என்னுடைய கையானது உறக்கத்தால் சிறிது நழுவுமாகில், நாங்கள் தனிச்சிகள் அல்லரோ? என்று நெஞ்சழிந்து துன்புற்று அழுகிற தொழிலைச் செய்கிற அழகிய சொல்லினையும் பேதைத் தன்மையையும் உடையாளுடைய அறிவானது தேவர்கள் திரள் பிழைக்கும்படி நஞ்சை அமுது செய்து திருஅம்பலத்தே ஆடி அருளுகிற சுவாமி அவனுடைய அழகிய சீபாதங்களை வணங்காதார் உறுகிற துன்பத்தையே பொருந்தின எங்களையும் மனம் வாடப் பண்ணி விட்டது இற்றை ஞான்று.",தழுவின கையிறை சோரின் தமியம்என் றேதளர்வுற்(று),அழுவினை செய்யும்நை யாஅம்சொல் பேதை அறிவுவிண்ணோர்,குழுவினை உய்யநஞ் சுண்(டு)அம் பலத்துக் குனிக்கும்பிரான்,செழுவின தாள்பணி யார்பிணி யாலுற்றுத் தேய்வித்ததே. .. 229,தழுவின கையிறை சோரின் தமியம்என் றேதளர்வுற்(று),அழுவினை செய்யும்நை யாஅம்சொல் பேதை அறிவுவிண்ணோர்,குழுவினை உய்யநஞ் சுண்(டு)அம் பலத்துக் குனிக்கும்பிரான்,செழுவின தாள்பணி யார்பிணி யாலுற்றுத் தேய்வித்ததே. .. 229
230,16,களவு,உடன் போக்கு,நற்றாய்க்கு உரைத்தல்,,கோடாய் கூற நீடாய் வாடியது.," அன்று புருடோத்தமன் ஆனவன் வணங்கச் சக்கரத்தைக் கொடுத்தவன். அவனுடைய திருவம்பலத்தை வணங்காதாரைப் போல, அரிய வழியே யாழோசை ஒத்த மெல்லிய வார்த்தையினையும், வலிய மனத்தையும், பேதைத் தன்மையினையும் உடையவன் ஓர் அயலவன் பின்னே தன்னுடைய உயிர்த்தோழியை விட்டு, என்னை அதற்கு முன்னே விட்டுச் பகைவர்கள் முன்னே இப்பழைய ஊரில் உள்ளார் எல்லாம் அலர் எடுக்கும் படி போனாள். இத்தன்மையை இவள் கற்றபடி என்? என்றது.",யாழியல் மென்மொழி வன்மனப் பேதையர் ஏதிலம்பின்,தோழியை நீத்(து)என்னை முன்னே துறந்துதுன் னார்கண்முன்னே,வாழிஇம் மூதூர் மறுகச்சென் றாள்அன்று மால்வணங்க,ஆழிதந் தான்அம் பலம்பணி யாரின் அருஞ்சுரமே. .. 230,யாழியல் மென்மொழி வன்மனப் பேதையர் ஏதிலம்பின்,தோழியை நீத்(து)என்னை முன்னே துறந்துதுன் னார்கண்முன்னே,வாழிஇம் மூதூர் மறுகச்சென் றாள்அன்று மால்வணங்க,ஆழிதந் தான்அம் பலம்பணி யாரின் அருஞ்சுரமே. .. 230
231,16,களவு,உடன் போக்கு,நற்றாய் வருந்தல்,,மெய்த்தகை மாது வெஞ்சுரம் செல்லத்தத்தையை நோக்கித் தாய்புலம் பியது.," சிறந்த கூரிய திரிசூல வேலினையுடைய திருஅம்பல நாதனைத் தொழாதாரைப் போல மலை வழியைக் கொடியவளானவள் எத்தன்மையினால் போனாள்? எவ்விடத்தே சேருகின்றாள்? என்று கொண்டு மயங்கி, என் தாயானவள் போனாள்; எவ்விடத்தே உள்ளாள்? என்னைப் பருந்து கொல்ல வன்றோ புகுகின்றது என்று என் தாயானவள் போனதன்றி அவள் பிள்ளையாகிய கிளியின் வார்த்தை என் உள்ளத்தை அரிந்து போடா நின்றது.",கொன்னுனை வேல்அம் பலவன் தொழாரின்குன் றம்கொடியோள்,என்னணம் சென்றனள் என்னணம் சேரும் எனஅயரா,என்னனை போயினள் யாண்டையள் என்னைப் பருந்தடும்என்(று),என்னனை போக்கன்றிக் கிள்ளைஎன் உள்ளத்தை ஈர்க்கின்றதே. .. 231,கொன்னுனை வேல்அம் பலவன் தொழாரின்குன் றம்கொடியோள்,என்னணம் சென்றனள் என்னணம் சேரும் எனஅயரா,என்னனை போயினள் யாண்டையள் என்னைப் பருந்தடும்என்(று),என்னனை போக்கன்றிக் கிள்ளைஎன் உள்ளத்தை ஈர்க்கின்றதே. .. 231
232,16,களவு,உடன் போக்கு,கிளி மொழிக்கு இரங்கல்,,வெஞ்சுரந் தணிக்கெனச் செஞ்சுடர் அவற்குவேயமர் தோளி தாயர் பராயது.," தன்னைப் பெற்ற என்னுடனே, தன் பிள்ளையாகிய கிளியும் வாட அறிவு மிகும் தன்மையானது நிரம்பி நல்ல தேனை ஒத்த வார்த்தையினை உடையவள், அழலுடைத்தாகிய காட்டில் போனவள் முகம், - தன்னை அணுகப் பெற்ற நான் பிறவியைப் பெற்றுப் பிறவாதபடி காத்தவள். அவனுடைய பெரும்பற்றப்புலியூரிலே அழகிய தேனையுடைத்தாகிய செந்தாமரைப் பூப்போல மலர்த்துவாயாக; சுடர்களின் தலைவனாகிய ஆதித்தனே ! நான் உன்னை வேண்டிக் கொள்ளா நின்றேன்.",பெற்றே னொடுங்கிள்ளை வாட முதுக்குறை பெற்றிமிக்கு,நற்றேள் மொழியழல் கான்நடந் தாள்முகம் நானணுகப்,பெற்றேன் பிறவி பெறாமற்செய் தோன்தில்லைத் தேன்பிறங்கு,மற்றேன் மலரின் மலர்த்(து)இரந் தேன்சுடர் வானவனே. .. 232,பெற்றே னொடுங்கிள்ளை வாட முதுக்குறை பெற்றிமிக்கு,நற்றேள் மொழியழல் கான்நடந் தாள்முகம் நானணுகப்,பெற்றேன் பிறவி பெறாமற்செய் தோன்தில்லைத் தேன்பிறங்கு,மற்றேன் மலரின் மலர்த்(து)இரந் தேன்சுடர் வானவனே. .. 232
